Week_Number,Product_ID,Store_ID,Units_Sold,Marketing_Spend,Discount_Percent,Wastage_Units,Price
2024-W17,1005,502,1715,504.54,0,253,3.05
2024-W17,1006,502,1538,795.17,0,230,3.63
2024-W17,1007,502,975,351.87,0,136,3.91
2024-W17,1008,502,1972,503.63,10,291,3.42
2024-W17,1009,502,2201,202.81,0,330,1.82
2024-W17,1010,502,2352,250.63,0,329,2.71
2024-W17,1011,502,1506,344.6,0,225,1.74
2024-W17,1012,502,483,202.49,5,50,7.03
2024-W17,1013,502,550,368.92,0,46,10.53
2024-W17,1014,502,376,159.23,0,39,11.42
2024-W17,1015,502,426,329.58,0,38,8.7
2024-W17,1016,502,380,256.21,0,34,4.04
2024-W17,1017,502,711,160.37,0,63,3.51
2024-W17,1018,502,622,378.7,0,59,11.82
2024-W17,1019,502,771,257.42,20,73,6.87
2024-W17,1020,502,690,238.01,5,58,6.79
2024-W17,1021,502,506,233.38,15,50,7.65
2024-W17,1022,502,437,285.0,5,45,4.76
2024-W17,1023,502,606,210.81,0,60,9.91
2024-W17,1024,502,1386,382.17,0,55,3.14
2024-W17,1025,502,1203,203.38,0,81,1.23
2024-W17,1026,502,3497,231.49,5,139,1.81
2024-W17,1027,502,1611,357.53,0,64,2.3
2024-W17,1028,502,2521,129.75,0,100,3.55
2024-W17,1029,502,1951,368.38,0,78,3.25
2024-W17,1030,502,1252,188.81,0,75,1.42
2024-W17,1031,502,2562,164.13,20,112,3.27
2024-W17,1032,502,1368,204.4,15,93,1.31
2024-W17,1033,502,2369,140.59,5,123,3.87
2024-W17,1034,502,1216,123.06,0,72,4.2
2024-W17,1035,502,1856,358.5,0,74,2.92
2024-W17,1036,502,851,373.55,15,21,1.05
2024-W17,1037,502,384,652.35,0,9,1.34
2024-W17,1038,502,989,202.28,25,24,1.45
2024-W17,1039,502,655,542.25,0,16,7.9
2024-W17,1040,502,762,748.36,0,19,2.35
2024-W17,1041,502,554,432.86,0,13,5.75
2024-W17,1042,502,815,246.07,0,20,5.78
2024-W17,1043,502,789,725.53,0,19,7.48
2024-W17,1044,502,493,527.75,0,12,4.14
2024-W17,1045,502,857,307.69,0,21,2.34
2024-W17,1046,502,473,527.29,0,11,1.87
2024-W17,1047,502,1074,752.5,0,26,5.97
2024-W17,1000,503,1277,563.27,0,188,2.42
2024-W17,1001,503,1552,467.09,0,232,1.38
2024-W17,1002,503,2088,370.15,5,313,2.85
2024-W17,1003,503,1426,374.9,0,211,3.41
2024-W17,1004,503,1168,450.03,10,172,3.15
2024-W17,1005,503,1620,741.15,0,239,3.23
2024-W17,1006,503,2917,712.11,15,437,0.86
2024-W17,1007,503,2021,453.83,15,282,3.12
2024-W17,1008,503,2063,511.9,0,305,2.96
2024-W17,1009,503,2181,712.11,0,327,3.33
2024-W17,1010,503,1920,651.73,0,268,3.1
2024-W17,1011,503,2669,366.61,5,400,3.25
2024-W17,1012,503,573,141.33,0,60,10.84
2024-W17,1013,503,375,329.03,0,31,6.82
2024-W17,1014,503,612,231.36,10,64,6.36
2024-W17,1015,503,811,207.55,10,72,6.34
2024-W17,1016,503,694,216.39,0,62,10.33
2024-W17,1017,503,745,145.82,10,67,7.98
2024-W17,1018,503,723,388.56,0,68,7.72
2024-W17,1019,503,570,213.8,15,54,5.39
2024-W17,1020,503,492,379.8,0,41,10.39
2024-W17,1021,503,482,290.65,0,48,6.12
2024-W17,1022,503,406,187.69,0,42,9.01
2024-W17,1023,503,1145,305.73,15,114,3.98
2024-W17,1024,503,2733,317.9,0,109,2.18
2024-W17,1025,503,3415,230.28,0,232,4.47
2024-W17,1026,503,2730,305.81,15,109,2.55
2024-W17,1027,503,3482,271.16,0,139,2.33
2024-W17,1028,503,1645,315.84,5,65,0.79
2024-W17,1029,503,3019,191.83,0,120,4.29
2024-W17,1030,503,2856,388.71,10,171,3.22
2024-W17,1031,503,1999,296.35,0,87,1.67
2024-W17,1032,503,2998,387.21,0,203,1.8
2024-W17,1033,503,3157,258.31,0,164,2.9
2024-W17,1034,503,2131,146.64,0,127,2.58
2024-W17,1035,503,3077,233.52,0,123,1.44
2024-W17,1036,503,529,270.55,0,13,3.77
2024-W17,1037,503,453,316.71,5,11,1.26
2024-W17,1038,503,852,376.51,10,21,1.57
2024-W17,1039,503,794,735.37,15,19,3.65
2024-W17,1040,503,525,224.92,0,13,0.79
2024-W17,1041,503,460,201.05,0,11,7.94
2024-W17,1042,503,869,328.77,5,21,4.59
2024-W17,1043,503,642,271.03,10,16,6.11
2024-W17,1044,503,529,592.27,0,13,2.12
2024-W17,1045,503,1363,391.15,15,34,5.6
2024-W17,1046,503,362,279.08,0,9,7.02
2024-W17,1047,503,1017,778.66,0,25,2.1
2024-W17,1000,504,2676,633.37,0,396,3.68
2024-W17,1001,504,4111,471.74,0,616,1.69
2024-W17,1002,504,3080,280.71,0,462,2.92
2024-W17,1003,504,1885,388.09,0,278,1.77
2024-W17,1004,504,2327,416.93,0,344,1.85
2024-W17,1005,504,3308,716.94,0,489,3.82
2024-W17,1006,504,2903,768.05,0,435,2.23
2024-W17,1007,504,2802,698.95,0,392,2.98
2024-W17,1008,504,5363,263.59,0,793,2.48
2024-W17,1009,504,2594,522.59,20,389,1.6
2024-W17,1010,504,5406,689.09,0,756,3.53
2024-W17,1011,504,3159,277.03,0,473,3.52
2024-W17,1012,504,1110,106.99,0,116,3.32
2024-W17,1013,504,1518,335.01,0,129,5.4
2024-W17,1014,504,799,361.65,0,83,5.92
2024-W17,1015,504,1074,241.2,0,96,4.31
2024-W17,1016,504,1061,110.46,0,95,9.0
2024-W17,1017,504,613,300.76,0,55,6.58
2024-W17,1018,504,1873,286.63,10,177,7.79
2024-W17,1019,504,755,315.51,0,71,11.5
2024-W17,1020,504,1049,223.54,15,89,3.88
2024-W17,1021,504,1495,373.23,0,149,4.16
2024-W17,1022,504,778,232.45,0,81,5.65
2024-W17,1023,504,608,289.03,0,60,7.46
2024-W17,1024,504,5343,250.63,15,213,1.1
2024-W17,1025,504,3642,385.75,0,247,4.53
2024-W17,1026,504,3830,245.41,0,153,1.48
2024-W17,1027,504,5844,209.37,0,233,3.95
2024-W17,1028,504,4136,396.57,0,165,4.69
2024-W17,1029,504,6820,361.69,0,272,1.49
2024-W17,1030,504,4338,144.29,0,260,4.5
2024-W17,1031,504,4527,189.49,0,199,1.39
2024-W17,1032,504,4674,266.05,0,317,3.81
2024-W17,1033,504,3913,234.67,25,203,0.61
2024-W17,1034,504,4208,361.6,0,252,1.38
2024-W17,1035,504,5693,111.53,0,227,1.57
2024-W17,1036,504,3221,413.71,25,80,4.62
2024-W17,1037,504,1013,377.03,0,25,4.28
2024-W17,1038,504,1534,401.37,0,38,6.25
2024-W17,1039,504,984,368.06,0,24,1.9
2024-W17,1040,504,1772,566.87,0,44,7.91
2024-W17,1041,504,1130,795.27,0,28,4.1
2024-W17,1042,504,1130,481.49,0,28,3.65
2024-W17,1043,504,1364,656.14,15,34,4.35
2024-W17,1044,504,1072,792.09,15,26,2.29
2024-W17,1045,504,1548,238.34,0,38,3.42
2024-W17,1046,504,796,442.1,0,19,3.61
2024-W17,1047,504,2045,548.81,0,51,1.67
2024-W17,1000,505,1692,692.68,15,250,3.11
2024-W17,1001,505,2335,662.74,0,350,3.5
2024-W17,1002,505,907,285.86,0,136,2.11
2024-W17,1003,505,1533,274.27,0,226,2.31
2024-W17,1004,505,880,626.05,0,130,2.85
2024-W17,1005,505,3148,756.08,10,465,2.33
2024-W17,1006,505,1680,339.51,0,252,3.08
2024-W17,1007,505,1013,730.95,0,141,1.12
2024-W17,1008,505,2433,552.42,0,360,3.36
2024-W17,1009,505,2005,735.21,5,300,1.35
2024-W17,1010,505,1390,491.44,0,194,2.03
2024-W17,1011,505,1505,662.59,5,225,1.54
2024-W17,1012,505,517,145.05,0,54,6.03
2024-W17,1013,505,1058,130.43,20,89,8.32
2024-W17,1014,505,491,367.89,0,51,3.28
2024-W17,1015,505,782,195.14,5,70,3.53
2024-W17,1016,505,673,107.65,0,60,7.08
2024-W17,1017,505,482,115.56,0,43,9.83
2024-W17,1018,505,626,311.37,0,59,9.49
2024-W17,1019,505,304,187.16,0,28,3.88
2024-W17,1020,505,239,113.58,0,20,6.07
2024-W17,1021,505,668,188.38,20,66,9.54
2024-W17,1022,505,405,147.48,15,42,6.56
2024-W17,1023,505,677,302.49,0,67,7.51
2024-W17,1024,505,3045,360.62,10,121,1.61
2024-W17,1025,505,1638,368.3,10,111,1.61
2024-W17,1026,505,2204,120.43,0,88,3.6
2024-W17,1027,505,1642,102.08,0,65,4.35
2024-W17,1028,505,3890,335.94,25,155,1.84
2024-W17,1029,505,2202,370.8,5,88,2.35
2024-W17,1030,505,1399,255.78,0,83,4.25
2024-W17,1031,505,1965,365.7,0,86,4.34
2024-W17,1032,505,2981,123.41,0,202,2.53
2024-W17,1033,505,1101,274.27,0,57,4.23
2024-W17,1034,505,1588,207.98,0,95,0.87
2024-W17,1035,505,2232,302.66,0,89,1.39
2024-W17,1036,505,731,490.0,0,18,7.97
2024-W17,1037,505,1034,270.2,0,25,7.64
2024-W17,1038,505,702,425.41,0,17,3.82
2024-W17,1039,505,574,778.73,15,14,6.01
2024-W17,1040,505,616,334.07,0,15,3.46
2024-W17,1041,505,692,753.82,0,17,5.57
2024-W17,1042,505,834,773.82,0,20,5.66
2024-W17,1043,505,730,488.11,10,18,4.7
2024-W17,1044,505,415,786.08,0,10,7.13
2024-W17,1045,505,978,267.96,15,24,1.06
2024-W17,1046,505,415,374.95,0,10,5.73
2024-W17,1047,505,823,679.61,0,20,4.34
2024-W17,1000,506,1549,403.83,0,229,1.22
2024-W17,1001,506,1861,307.45,20,279,2.87
2024-W17,1002,506,1511,340.59,15,226,0.99
2024-W17,1003,506,2350,258.44,0,347,2.66
2024-W17,1004,506,1284,357.37,0,190,1.42
2024-W17,1005,506,1847,280.14,0,273,2.58
2024-W17,1006,506,1903,425.18,5,285,2.38
2024-W17,1007,506,972,745.76,0,136,2.04
2024-W17,1008,506,2199,617.66,0,325,1.48
2024-W17,1009,506,2149,480.2,0,322,3.0
2024-W17,1010,506,2014,555.24,0,281,2.2
2024-W17,1011,506,1205,308.44,0,180,1.8
2024-W17,1012,506,948,327.11,20,99,5.38
2024-W17,1013,506,333,379.87,0,28,10.03
2024-W17,1014,506,632,240.88,5,66,10.8
2024-W17,1015,506,546,390.96,0,49,9.21
2024-W17,1016,506,600,380.54,0,54,7.22
2024-W17,1017,506,685,117.66,0,61,6.02
2024-W17,1018,506,506,309.3,15,48,5.84
2024-W17,1019,506,424,136.82,0,40,10.65
2024-W17,1020,506,630,384.95,0,53,5.41
2024-W17,1021,506,360,374.02,5,36,7.14
2024-W17,1022,506,520,337.68,20,54,8.34
2024-W17,1023,506,547,272.1,0,54,4.43
2024-W17,1024,506,928,385.66,0,37,2.57
2024-W17,1025,506,2999,395.99,0,203,4.89
2024-W17,1026,506,3919,318.04,20,156,1.04
2024-W17,1027,506,2479,390.25,10,99,2.02
2024-W17,1028,506,1629,175.87,0,65,4.17
2024-W17,1029,506,1943,150.74,0,77,4.42
2024-W17,1030,506,1674,198.02,25,100,1.36
2024-W17,1031,506,1961,238.54,0,86,2.99
2024-W17,1032,506,1387,319.08,0,94,2.65
2024-W17,1033,506,1759,276.08,0,91,4.38
2024-W17,1034,506,1463,344.27,5,87,1.1
2024-W17,1035,506,3804,269.0,25,152,1.03
2024-W17,1036,506,577,571.12,0,14,7.34
2024-W17,1037,506,485,706.77,0,12,2.29
2024-W17,1038,506,413,330.07,0,10,6.4
2024-W17,1039,506,398,473.94,0,9,1.6
2024-W17,1040,506,961,413.65,10,24,5.46
2024-W17,1041,506,561,540.97,0,14,3.29
2024-W17,1042,506,497,565.43,0,12,6.89
2024-W17,1043,506,610,567.04,0,15,1.43
2024-W17,1044,506,562,340.28,0,14,3.82
2024-W17,1045,506,425,352.05,0,10,0.92
2024-W17,1046,506,634,703.83,0,15,7.8
2024-W17,1047,506,533,666.98,0,13,7.67
2024-W17,1000,507,1872,702.19,0,277,1.24
2024-W17,1001,507,2223,621.96,0,333,1.58
2024-W17,1002,507,1606,650.85,0,240,1.6
2024-W17,1003,507,1349,293.38,0,199,3.78
2024-W17,1004,507,1577,606.72,0,233,3.4
2024-W17,1005,507,1532,461.44,0,226,3.95
2024-W17,1006,507,2031,413.2,0,304,3.73
2024-W17,1007,507,2074,589.93,0,290,1.63
2024-W17,1008,507,2385,386.91,5,352,3.19
2024-W17,1009,507,1498,638.62,0,224,2.09
2024-W17,1010,507,820,502.21,0,114,3.55
2024-W17,1011,507,2396,312.59,10,359,2.55
2024-W17,1012,507,468,261.5,5,49,8.33
2024-W17,1013,507,393,123.93,0,33,9.56
2024-W17,1014,507,571,336.1,0,59,11.72
2024-W17,1015,507,724,212.73,5,65,9.02
2024-W17,1016,507,879,295.5,0,79,11.47
2024-W17,1017,507,712,104.26,0,64,8.22
2024-W17,1018,507,747,132.73,0,70,8.77
2024-W17,1019,507,613,352.36,0,58,11.0
2024-W17,1020,507,439,355.47,25,37,8.17
2024-W17,1021,507,668,220.97,15,66,4.96
2024-W17,1022,507,385,199.85,0,40,7.64
2024-W17,1023,507,397,337.11,0,39,5.13
2024-W17,1024,507,1927,222.66,0,77,4.37
2024-W17,1025,507,2824,217.59,0,192,1.17
2024-W17,1026,507,1709,126.32,0,68,2.71
2024-W17,1027,507,1015,259.79,0,40,4.61
2024-W17,1028,507,1405,193.32,5,56,3.37
2024-W17,1029,507,2597,358.18,10,103,2.6
2024-W17,1030,507,2092,152.22,0,125,4.92
2024-W17,1031,507,3115,252.38,0,137,3.07
2024-W17,1032,507,1189,122.02,0,80,3.37
2024-W17,1033,507,1160,220.8,0,60,1.29
2024-W17,1034,507,2313,265.55,0,138,4.97
2024-W17,1035,507,2528,106.9,0,101,1.4
2024-W17,1036,507,991,530.43,15,24,4.45
2024-W17,1037,507,687,704.18,0,17,0.89
2024-W17,1038,507,433,351.51,0,10,6.92
2024-W17,1039,507,560,706.6,0,14,1.71
2024-W17,1040,507,515,784.93,0,12,7.61
2024-W17,1041,507,961,523.76,0,24,7.17
2024-W17,1042,507,533,401.1,0,13,1.48
2024-W17,1043,507,546,243.94,0,13,6.63
2024-W17,1044,507,857,650.51,0,21,6.74
2024-W17,1045,507,997,644.81,10,24,5.75
2024-W17,1046,507,510,306.89,0,12,4.3
2024-W17,1047,507,463,589.54,20,11,0.42
2024-W17,1000,508,2028,325.09,0,300,2.47
2024-W17,1001,508,2282,567.17,0,342,3.21
2024-W17,1002,508,2088,554.88,0,313,2.63
2024-W17,1003,508,1408,751.02,0,208,2.71
2024-W17,1004,508,2916,698.81,5,431,1.16
2024-W17,1005,508,2255,739.68,5,333,2.78
2024-W17,1006,508,2627,494.17,0,394,2.49
2024-W17,1007,508,2158,626.64,0,302,2.88
2024-W17,1008,508,2240,683.9,0,331,3.66
2024-W17,1009,508,2956,350.68,15,443,2.72
2024-W17,1010,508,2311,241.78,0,323,1.76
2024-W17,1011,508,2691,561.0,0,403,2.74
2024-W17,1012,508,697,252.1,0,73,11.16
2024-W17,1013,508,643,169.63,0,54,8.35
2024-W17,1014,508,668,184.11,5,70,9.36
2024-W17,1015,508,402,256.78,0,36,4.57
2024-W17,1016,508,592,117.02,0,53,10.62
2024-W17,1017,508,924,176.62,0,83,3.85
2024-W17,1018,508,549,372.93,0,52,6.93
2024-W17,1019,508,764,307.13,0,72,7.06
2024-W17,1020,508,647,309.2,0,54,5.11
2024-W17,1021,508,740,251.59,0,74,5.42
2024-W17,1022,508,729,255.08,0,76,10.72
2024-W17,1023,508,995,219.48,10,99,6.7
2024-W17,1024,508,1417,384.88,0,56,1.89
2024-W17,1025,508,1423,264.1,0,96,2.55
2024-W17,1026,508,3037,242.12,20,121,1.32
2024-W17,1027,508,2072,164.02,0,82,1.29
2024-W17,1028,508,2093,209.47,0,83,3.68
2024-W17,1029,508,1357,314.54,0,54,1.88
2024-W17,1030,508,2830,274.66,0,169,2.54
2024-W17,1031,508,2809,157.19,10,123,1.91
2024-W17,1032,508,1579,200.67,0,107,2.46
2024-W17,1033,508,1784,233.35,0,92,1.68
2024-W17,1034,508,2116,254.16,0,126,2.89
2024-W17,1035,508,3122,157.55,0,124,4.24
2024-W17,1036,508,896,388.13,0,22,4.05
2024-W17,1037,508,785,539.6,0,19,5.08
2024-W17,1038,508,738,288.36,0,18,2.59
2024-W17,1039,508,1032,491.64,0,25,1.2
2024-W17,1040,508,1254,646.91,0,31,2.61
2024-W17,1041,508,771,663.41,0,19,5.93
2024-W17,1042,508,927,773.72,0,23,0.52
2024-W17,1043,508,720,784.19,0,18,2.3
2024-W17,1044,508,567,622.25,5,14,0.69
2024-W17,1045,508,1525,347.81,25,38,5.57
2024-W17,1046,508,776,462.46,0,19,1.4
2024-W17,1047,508,616,619.74,0,15,4.88
2024-W17,1000,509,4558,578.54,0,674,2.74
2024-W17,1001,509,3447,693.97,5,517,3.35
2024-W17,1002,509,5184,494.31,0,777,1.5
2024-W17,1003,509,2778,390.13,0,411,3.65
2024-W17,1004,509,2508,260.75,0,371,2.38
2024-W17,1005,509,1865,555.79,0,276,1.18
2024-W17,1006,509,6123,337.03,25,918,2.91
2024-W17,1007,509,2986,395.25,0,418,1.74
2024-W17,1008,509,3858,518.8,0,570,1.48
2024-W17,1009,509,2289,418.79,5,343,2.05
2024-W17,1010,509,3721,211.87,0,520,1.2
2024-W17,1011,509,4972,705.65,25,745,2.5
2024-W17,1012,509,573,158.38,0,60,3.03
2024-W17,1013,509,1134,345.44,0,96,7.13
2024-W17,1014,509,1577,207.84,0,165,11.21
2024-W17,1015,509,1239,317.9,0,111,11.07
2024-W17,1016,509,713,100.92,0,64,3.56
2024-W17,1017,509,698,267.9,0,62,3.65
2024-W17,1018,509,848,394.64,0,80,4.3
2024-W17,1019,509,1268,226.52,0,120,5.9
2024-W17,1020,509,1016,151.29,0,86,11.59
2024-W17,1021,509,834,390.24,0,83,6.31
2024-W17,1022,509,698,207.83,0,73,9.23
2024-W17,1023,509,1282,317.27,0,128,10.09
2024-W17,1024,509,2729,334.74,0,109,1.84
2024-W17,1025,509,2750,135.58,0,187,2.52
2024-W17,1026,509,3477,238.33,0,139,3.62
2024-W17,1027,509,3227,368.42,0,129,4.87
2024-W17,1028,509,2217,118.03,0,88,0.94
2024-W17,1029,509,3952,130.89,0,158,3.63
2024-W17,1030,509,5009,276.88,0,300,4.31
2024-W17,1031,509,6690,263.43,0,294,3.16
2024-W17,1032,509,3390,122.12,0,230,4.41
2024-W17,1033,509,8275,241.24,25,430,3.35
2024-W17,1034,509,6514,246.02,0,390,2.47
2024-W17,1035,509,3604,117.65,15,144,1.28
2024-W17,1036,509,1516,331.11,0,37,5.1
2024-W17,1037,509,695,688.44,0,17,0.83
2024-W17,1038,509,975,596.66,0,24,3.49
2024-W17,1039,509,1257,303.43,0,31,7.66
2024-W17,1040,509,1147,436.44,0,28,4.73
2024-W17,1041,509,2189,768.96,15,54,3.02
2024-W17,1042,509,1878,713.21,0,46,0.86
2024-W17,1043,509,1239,460.76,0,30,6.84
2024-W17,1044,509,1229,401.77,0,30,7.21
2024-W17,1045,509,1790,673.01,0,44,4.7
2024-W17,1046,509,1431,389.85,0,35,6.03
2024-W17,1047,509,1382,493.19,10,34,4.99
2024-W17,1000,510,933,659.9,0,138,3.11
2024-W17,1001,510,1732,208.1,0,259,3.63
2024-W17,1002,510,2277,739.91,5,341,1.3
2024-W17,1003,510,1625,663.0,20,240,1.62
2024-W17,1004,510,1532,594.13,0,226,3.99
2024-W17,1005,510,1898,534.63,0,280,1.8
2024-W17,1006,510,1245,760.92,0,186,3.46
2024-W17,1007,510,2114,478.25,0,295,1.25
2024-W17,1008,510,1954,529.4,0,289,1.05
2024-W17,1009,510,1418,741.52,15,212,2.78
2024-W17,1010,510,1428,406.83,15,199,1.72
2024-W17,1011,510,1152,216.95,0,172,3.83
2024-W17,1012,510,389,348.6,0,40,11.26
2024-W17,1013,510,345,286.66,0,29,5.23
2024-W17,1014,510,574,333.09,15,60,4.39
2024-W17,1015,510,369,146.37,0,33,4.25
2024-W17,1016,510,250,169.6,0,22,8.91
2024-W17,1017,510,464,108.93,10,41,3.07
2024-W17,1018,510,438,263.21,5,41,5.52
2024-W17,1019,510,424,394.02,0,40,5.97
2024-W17,1020,510,380,335.98,0,32,7.29
2024-W17,1021,510,352,142.65,0,35,10.4
2024-W17,1022,510,604,377.37,20,63,8.65
2024-W17,1023,510,642,379.35,0,64,8.4
2024-W17,1024,510,1534,101.54,20,61,3.34
2024-W17,1025,510,1206,289.3,0,82,4.67
2024-W17,1026,510,1831,372.14,0,73,0.85
2024-W17,1027,510,2283,142.39,0,91,0.96
2024-W17,1028,510,1473,114.31,0,58,2.46
2024-W17,1029,510,1125,128.67,0,45,5.0
2024-W17,1030,510,1394,326.44,0,83,4.66
2024-W17,1031,510,2823,383.22,0,124,2.53
2024-W17,1032,510,1915,331.71,5,130,0.96
2024-W17,1033,510,3324,202.0,15,172,3.74
2024-W17,1034,510,2093,226.38,10,125,4.06
2024-W17,1035,510,1796,374.93,0,71,1.62
2024-W17,1036,510,584,249.12,0,14,7.29
2024-W17,1037,510,572,772.46,0,14,2.3
2024-W17,1038,510,707,314.27,0,17,1.08
2024-W17,1039,510,626,560.08,0,15,2.57
2024-W17,1040,510,791,411.47,10,19,3.17
2024-W17,1041,510,410,562.25,0,10,2.35
2024-W17,1042,510,598,655.59,0,14,3.82
2024-W17,1043,510,528,220.25,0,13,2.93
2024-W17,1044,510,709,709.55,25,17,0.47
2024-W17,1045,510,593,744.73,0,14,5.6
2024-W17,1046,510,827,617.25,0,20,4.29
2024-W17,1047,510,584,622.83,0,14,5.38
2024-W17,1000,511,781,297.07,0,115,2.11
2024-W17,1001,511,2013,256.34,0,301,3.36
2024-W17,1002,511,1581,786.92,0,237,1.28
2024-W17,1003,511,2666,620.73,0,394,3.77
2024-W17,1004,511,2000,664.06,0,296,3.83
2024-W17,1005,511,1872,619.1,0,277,3.66
2024-W17,1006,511,1169,594.95,0,175,2.2
2024-W17,1007,511,1569,613.35,0,219,3.66
2024-W17,1008,511,868,278.82,0,128,3.81
2024-W17,1009,511,1199,773.65,10,179,1.67
2024-W17,1010,511,1962,382.69,10,274,2.4
2024-W17,1011,511,1701,458.99,0,255,2.66
2024-W17,1012,511,367,157.19,0,38,11.64
2024-W17,1013,511,744,311.14,5,63,5.5
2024-W17,1014,511,608,163.38,0,63,4.37
2024-W17,1015,511,394,200.55,0,35,10.76
2024-W17,1016,511,371,208.82,0,33,10.18
2024-W17,1017,511,425,272.61,0,38,8.88
2024-W17,1018,511,216,321.26,0,20,8.2
2024-W17,1019,511,257,129.62,10,24,7.58
2024-W17,1020,511,657,257.92,0,55,4.3
2024-W17,1021,511,351,275.49,0,35,6.13
2024-W17,1022,511,621,271.47,5,65,5.05
2024-W17,1023,511,564,234.73,10,56,8.99
2024-W17,1024,511,2240,193.66,0,89,1.38
2024-W17,1025,511,1584,304.91,0,107,3.44
2024-W17,1026,511,1671,178.56,0,66,1.93
2024-W17,1027,511,2041,224.19,5,81,2.31
2024-W17,1028,511,2591,287.28,0,103,4.03
2024-W17,1029,511,2662,253.9,0,106,2.07
2024-W17,1030,511,1609,233.7,0,96,2.1
2024-W17,1031,511,1752,244.81,0,77,4.97
2024-W17,1032,511,1284,106.12,0,87,1.77
2024-W17,1033,511,3533,219.52,25,183,2.08
2024-W17,1034,511,1698,294.08,0,101,3.47
2024-W17,1035,511,1122,326.91,0,44,0.81
2024-W17,1036,511,868,509.99,10,21,5.79
2024-W17,1037,511,412,308.22,0,10,3.14
2024-W17,1038,511,383,505.1,10,9,6.58
2024-W17,1039,511,501,496.87,20,12,1.58
2024-W17,1040,511,652,578.1,5,16,5.63
2024-W17,1041,511,643,736.06,0,16,6.13
2024-W17,1042,511,525,692.01,0,13,1.86
2024-W17,1043,511,718,609.44,0,17,3.32
2024-W17,1044,511,819,593.89,0,20,4.89
2024-W17,1045,511,787,598.13,0,19,3.38
2024-W17,1046,511,583,419.18,0,14,7.58
2024-W17,1047,511,932,389.43,15,23,2.36
2024-W17,1000,512,2972,638.66,15,439,1.16
2024-W17,1001,512,2476,209.67,0,371,3.21
2024-W17,1002,512,2245,703.99,10,336,2.64
2024-W17,1003,512,3193,297.04,0,472,3.62
2024-W17,1004,512,3135,345.68,10,463,2.69
2024-W17,1005,512,4063,762.67,25,601,2.11
2024-W17,1006,512,2032,470.21,15,304,2.84
2024-W17,1007,512,2629,476.77,0,368,3.1
2024-W17,1008,512,1518,515.04,0,224,1.14
2024-W17,1009,512,2848,233.42,0,427,3.49
2024-W17,1010,512,2824,616.11,0,395,1.26
2024-W17,1011,512,2653,486.09,5,397,3.6
2024-W17,1012,512,670,365.81,0,70,6.53
2024-W17,1013,512,871,280.55,0,74,8.93
2024-W17,1014,512,645,225.2,15,67,5.46
2024-W17,1015,512,1105,109.69,0,99,7.38
2024-W17,1016,512,726,395.58,0,65,9.23
2024-W17,1017,512,807,281.13,0,72,4.8
2024-W17,1018,512,850,112.8,0,80,7.83
2024-W17,1019,512,650,186.74,0,61,10.02
2024-W17,1020,512,1079,219.58,0,91,5.68
2024-W17,1021,512,1048,197.83,0,104,6.04
2024-W17,1022,512,1201,237.92,0,126,3.5
2024-W17,1023,512,1193,158.25,0,119,9.15
2024-W17,1024,512,3136,283.34,0,125,1.46
2024-W17,1025,512,1590,378.64,0,108,4.99
2024-W17,1026,512,3464,184.39,5,138,1.86
2024-W17,1027,512,2785,137.76,0,111,1.65
2024-W17,1028,512,2459,335.72,0,98,3.76
2024-W17,1029,512,3670,386.97,20,146,0.72
2024-W17,1030,512,2568,342.15,0,154,4.65
2024-W17,1031,512,2449,121.61,0,107,4.96
2024-W17,1032,512,2188,112.04,0,148,2.64
2024-W17,1033,512,3701,259.46,0,192,3.05
2024-W17,1034,512,2291,241.19,0,137,1.49
2024-W17,1035,512,2018,144.3,0,80,2.57
2024-W17,1036,512,539,426.9,0,13,4.46
2024-W17,1037,512,777,458.36,0,19,2.76
2024-W17,1038,512,1065,506.94,0,26,6.71
2024-W17,1039,512,859,316.23,0,21,3.63
2024-W17,1040,512,1141,770.03,15,28,6.18
2024-W17,1041,512,906,694.04,0,22,2.36
2024-W17,1042,512,943,293.34,0,23,3.51
2024-W17,1043,512,945,450.94,0,23,2.27
2024-W17,1044,512,1037,603.66,20,25,0.79
2024-W17,1045,512,1089,747.61,0,27,4.41
2024-W17,1046,512,1026,442.46,0,25,0.53
2024-W17,1047,512,797,352.42,0,19,6.19
2024-W17,1000,513,3124,560.86,25,462,1.73
2024-W17,1001,513,1735,609.36,0,260,1.62
2024-W17,1002,513,1920,327.22,0,288,3.33
2024-W17,1003,513,1105,715.24,0,163,3.19
2024-W17,1004,513,1386,730.03,0,205,1.03
2024-W17,1005,513,1868,459.89,0,276,3.1
2024-W17,1006,513,2391,408.71,0,358,2.87
2024-W17,1007,513,1709,673.96,0,239,2.68
2024-W17,1008,513,1296,754.02,0,191,1.61
2024-W17,1009,513,2465,624.92,0,369,2.72
2024-W17,1010,513,1436,561.7,0,201,3.02
2024-W17,1011,513,904,283.77,0,135,1.64
2024-W17,1012,513,853,265.0,0,89,11.77
2024-W17,1013,513,423,217.45,0,35,3.2
2024-W17,1014,513,533,120.52,0,55,11.04
2024-W17,1015,513,469,257.83,25,42,4.38
2024-W17,1016,513,673,294.18,0,60,6.05
2024-W17,1017,513,441,322.95,0,39,4.44
2024-W17,1018,513,717,190.55,10,68,10.66
2024-W17,1019,513,376,158.97,0,35,5.3
2024-W17,1020,513,278,293.02,0,23,3.98
2024-W17,1021,513,546,106.55,10,54,6.95
